left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C037	C212	0.732063	0.863212	0.495235	0.582085	0.936781	0.715329	0.928739	mutual_knn
C009	C034	0.65817	0.685818	0.551021	0.511684	0.987861	0.727441	0.844582	mutual_knn
C271	C288	0.655422	0.679203	0.531124	0.625651	0.939184	0.730982	1.0	mutual_knn
C187	C189	0.653593	0.68337	0.52601	0.572722	0.96833	0.771176	0.878847	mutual_knn
C231	C267	0.652064	0.634614	0.53154	0.759863	0.99309	0.721607	0.803427	mutual_knn
C003	C274	0.648282	0.660004	0.513196	0.660455	0.982756	0.798461	0.804086	mutual_knn
C100	C101	0.647697	0.619541	0.537536	0.771193	0.99546	0.763771	0.90086	mutual_knn
C051	C157	0.646592	0.688194	0.48607	0.584259	0.982484	0.693393	0.903611	mutual_knn
C287	C353	0.645894	0.618439	0.570067	0.686384	0.970159	0.754201	0.765966	mutual_knn
C005	C037	0.643267	0.652387	0.547226	0.597223	0.931836	0.715329	0.92444	mutual_knn
C261	C511	0.643027	0.757634	0.583215	0.155413	0.737043	0.792731	0.88908	mutual_knn
C020	C271	0.642499	0.666433	0.552851	0.482093	0.952174	0.758251	0.818807	mutual_knn
C060	C086	0.636232	0.601779	0.560291	0.696885	0.975665	0.719787	0.800335	mutual_knn
C175	C245	0.633964	0.706801	0.489257	0.397512	0.940354	0.700527	0.879259	mutual_knn
C005	C212	0.633843	0.654525	0.487632	0.675026	0.927886	0.699575	0.928739	mutual_knn
C002	C007	0.632719	0.616756	0.549136	0.616883	0.979124	0.716785	0.788888	mutual_knn
C026	C189	0.631526	0.618274	0.553614	0.607263	0.955779	0.748071	0.820614	mutual_knn
C223	C272	0.629697	0.683773	0.450278	0.559029	0.968246	0.633742	0.886349	mutual_knn
C015	C021	0.627051	0.628481	0.519268	0.596415	0.973886	0.685792	0.787261	mutual_knn
C261	C284	0.626442	0.765028	0.549027	0.12405	0.668153	0.792731	0.88908	mutual_knn
C084	C167	0.625062	0.591807	0.53792	0.708739	0.969087	0.728759	0.746686	mutual_knn
C003	C019	0.622907	0.614919	0.535462	0.581156	0.966931	0.798461	0.786476	mutual_knn
C022	C043	0.622233	0.65988	0.427696	0.64748	0.99236	0.626121	0.95214	mutual_knn
C147	C231	0.620732	0.595541	0.503282	0.741933	0.977831	0.70993	0.834487	mutual_knn
C224	C340	0.620636	0.636731	0.515658	0.518306	0.957427	0.728883	0.856075	mutual_knn
C131	C168	0.618322	0.624413	0.559579	0.402595	0.979827	0.735048	0.800098	mutual_knn
C157	C170	0.616556	0.663486	0.45001	0.520608	0.977497	0.622263	0.903611	mutual_knn
C037	C076	0.615742	0.69614	0.458931	0.381937	0.917985	0.715329	0.92444	mutual_knn
C017	C080	0.613418	0.558255	0.558777	0.678643	0.987931	0.811612	0.854451	mutual_knn
C003	C032	0.612548	0.590614	0.519588	0.64834	0.965307	0.706812	0.7468	mutual_knn
C019	C032	0.612291	0.620313	0.515334	0.511824	0.963523	0.751059	0.795321	mutual_knn
C038	C071	0.611177	0.533156	0.557993	0.778447	0.993559	0.77564	0.720274	mutual_knn
C076	C212	0.610826	0.698575	0.416267	0.439936	0.926641	0.616794	0.928739	mutual_knn
C008	C010	0.60448	0.570669	0.517775	0.642354	0.995774	0.738745	0.797633	mutual_knn
C044	C103	0.604447	0.603546	0.460872	0.661033	0.983092	0.643826	0.829973	mutual_knn
C304	C433	0.60256	0.702054	0.392949	0.400982	0.935495	0.572928	0.831355	mutual_knn
C051	C170	0.601788	0.572433	0.48799	0.707118	0.984623	0.693393	0.742716	mutual_knn
C038	C053	0.599681	0.566322	0.501513	0.68083	0.97983	0.718021	0.799166	mutual_knn
C004	C086	0.596339	0.56719	0.499016	0.668506	0.961891	0.745778	0.760403	mutual_knn
C115	C370	0.595351	0.592275	0.477359	0.615973	0.944089	0.706602	0.778279	mutual_knn
C019	C274	0.594255	0.625632	0.432657	0.533101	0.983317	0.619142	0.804086	mutual_knn
C010	C044	0.592157	0.602977	0.483155	0.550142	0.907079	0.656535	0.763192	mutual_knn
C160	C162	0.591709	0.568224	0.490772	0.631541	0.972111	0.732866	0.934549	mutual_knn
C012	C107	0.590454	0.588294	0.444333	0.665823	0.964252	0.624844	0.79868	mutual_knn
C031	C078	0.589688	0.53222	0.540693	0.638238	0.975466	0.714523	0.729178	mutual_knn
C130	C276	0.588094	0.568965	0.495107	0.59159	0.959202	0.667298	0.846694	mutual_knn
C015	C260	0.585187	0.540007	0.546908	0.543244	0.967859	0.711771	0.887237	mutual_knn
C036	C057	0.58462	0.516511	0.533919	0.66895	0.992939	0.699453	0.734958	mutual_knn
C032	C274	0.584616	0.601143	0.412219	0.627269	0.976521	0.66234	0.755029	mutual_knn
C188	C245	0.581711	0.664509	0.4454	0.365407	0.792952	0.638399	0.832852	mutual_knn
C264	C438	0.581406	0.57684	0.500167	0.569506	0.859855	0.674713	0.833498	mutual_knn
C012	C081	0.579787	0.547611	0.545657	0.491666	0.931173	0.709341	0.772895	mutual_knn
C284	C511	0.578943	0.725941	0.496744	0.142276	0.52722	0.688151	0.845749	mutual_knn
C286	C514	0.578158	0.571374	0.516004	0.473043	0.903652	0.75	0.776183	mutual_knn
C001	C103	0.57541	0.562187	0.432956	0.656873	0.987421	0.647926	0.786783	mutual_knn
C007	C043	0.574572	0.564162	0.437965	0.622507	0.988511	0.626121	0.95214	mutual_knn
C006	C245	0.574123	0.637728	0.475069	0.282593	0.844789	0.6718	0.879259	mutual_knn
C002	C014	0.572045	0.536552	0.452809	0.702855	0.976408	0.626164	0.777606	mutual_knn
C109	C145	0.571951	0.548457	0.523316	0.485286	0.921986	0.699767	0.710764	mutual_knn
C153	C408	0.570762	0.599679	0.526279	0.330064	0.800327	0.70407	0.870777	mutual_knn
C072	C172	0.570759	0.520214	0.515814	0.593659	0.965422	0.685405	0.729467	mutual_knn
C033	C061	0.569792	0.478577	0.544499	0.680235	0.991302	0.724481	0.666347	mutual_knn
C276	C433	0.569265	0.664955	0.360393	0.446276	0.84042	0.545471	0.908241	mutual_knn
C175	C188	0.568393	0.602365	0.472026	0.362754	0.893275	0.709807	0.764675	mutual_knn
C191	C262	0.568342	0.512716	0.489169	0.69396	0.958373	0.700212	0.781849	mutual_knn
C346	C408	0.567709	0.628377	0.447914	0.316462	0.875	0.61905	0.787652	mutual_knn
C130	C433	0.566225	0.587988	0.450281	0.466008	0.90546	0.634394	1.0	mutual_knn
C247	C314	0.565951	0.547349	0.45723	0.604699	0.946372	0.644454	0.757195	mutual_knn
C295	C499	0.565503	0.500758	0.525091	0.615583	0.960386	0.698858	0.764421	mutual_knn
C476	C496	0.564347	0.513271	0.522319	0.559895	0.950262	0.713464	0.767623	mutual_knn
