family_id	branch_status	node_id	root	branch_id	ayahs	image_ar
F001	core	quranic:root_000787:B003	ش ر ر	B003	10	شَرَر النار المتطاير
F001	core	quranic:root_000821:B002	ش ه ب	B002	8,9	شعلة ساطعة
F001	core	quranic:root_000862:B009	ص ع د	B009	17	تصعيد بالنار وتغيير
F001	core	quranic:root_001128:B001	ف ت ن	B001	17	امتحان المعدن والإنسان
F001	core	quranic:root_001128:B002	ف ت ن	B002	17	إحراق النار وسوادها
F001	core	quranic:root_001434:B001	م ع ع	B001	18	جلبة النار والحرب
F001	core	quranic:root_001564:B001	ن و ر	B001	23	الضياء والإضاءة
F001	core	quranic:root_001564:B002	ن و ر	B002	23	النار المتقدة والسمة بها
F001	optional	quranic:root_000248:B007	ج ع ل	B007	25	خرقة إنزال القدر
F001	optional	quranic:root_000717:B001	س ف ه	B001	4	الخفة والاضطراب
F001	optional	quranic:root_001458:B005	م و ه	B005	16	كسوة المعدن بماء الذهب أو الفضة
F001	optional	quranic:root_001564:B004	ن و ر	B004	23	نور الشجر وزهره
F001	optional	quranic:root_001564:B008	ن و ر	B008	23	دخان الوشم والكحل
F001	optional	quranic:root_001633:B008	و ح ي	B008	1	ملك كنار
F001	rare	quranic:root_000129:B001	ب ع ث	B001	7	إثارة الساكن من ركوده
F001	rare	quranic:root_000275:B003	ج و ر	B003	22	الجِوار في الذمة والمنع
F001	rare	quranic:root_000275:B006	ج و ر	B006	22	التجوير صرعا
F001	rare	quranic:root_000429:B001	خ ل د	B001	23	ثبات وبقاء لا يسرع إليه الفناء
F001	rare	quranic:root_000433:B004	خ ل ف	B004	27	كل واحد يأخذ طريقا غير طريق صاحبه
F001	rare	quranic:root_000447:B002	خ و ف	B002	13	إدخال الخوف في الغير
F001	rare	quranic:root_000531:B007	ر ء ي	B007	24	ترية الحيض
F001	rare	quranic:root_000532:B010	ر ب ب	B010	2,3,10,13,17,20,25,28	ربابة تجمع القداح
F001	rare	quranic:root_000563:B001	ر س ل	B001	23,27,28	الإرسال والانبعاث
F001	rare	quranic:root_000675:B001	س ج د	B001	18	التطامن والذل
F001	rare	quranic:root_000735:B002	س ل ك	B002	17,27	إدخال الشيء في الشيء
F001	rare	quranic:root_000735:B005	س ل ك	B005	17,27	طرة ممتدة في ناحية الثوب
F001	rare	quranic:root_000741:B012	س م ع	B012	1,9,13	سَمْعَمَع في الهيئة والخبث
F001	rare	quranic:root_000787:B011	ش ر ر	B011	10	المشارة مخاصمة
F001	rare	quranic:root_000821:B001	ش ه ب	B001	8,9	بياض تخالطه ظلمة
F001	rare	quranic:root_000821:B003	ش ه ب	B003	8,9	ماض في الحرب
F001	rare	quranic:root_000821:B006	ش ه ب	B006	8,9	لبن أرقه الماء
F001	rare	quranic:root_000907:B002	ض ر ر	B002	21	المضارّة والضِّرار
F001	rare	quranic:root_000907:B003	ض ر ر	B003	21	الضرورة والاضطرار
F001	rare	quranic:root_000909:B002	ض ع ف	B002	24	زيادة الشيء بمثله
