left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0706	P1197	0.653137	0.567111	0.625563	0.914903	0.875	0.777778	0.75	mutual_knn
P0171	P0940	0.647712	0.5609	0.581646	0.91731	1.0	0.777778	0.75	mutual_knn
P0381	P1026	0.645871	0.564267	0.576646	0.90125	1.0	0.777778	0.75	mutual_knn
P0687	P1194	0.643714	0.548475	0.588856	0.908007	1.0	0.777778	0.75	mutual_knn
P0894	P1646	0.640144	0.571938	0.575076	0.891876	0.923077	0.777778	0.75	mutual_knn
P0566	P1814	0.639666	0.57153	0.602155	0.717237	1.0	0.777778	0.75	mutual_knn
P0575	P1630	0.639002	0.545967	0.578988	0.906706	1.0	0.777778	0.75	mutual_knn
P0217	P0685	0.638446	0.549917	0.570866	0.911801	1.0	0.777778	0.75	mutual_knn
P0493	P1200	0.637595	0.555467	0.573435	0.869327	1.0	0.777778	0.75	mutual_knn
P3133	P3846	0.635163	0.538509	0.597664	0.836516	1.0	0.8	0.75	mutual_knn
P0032	P1194	0.632795	0.543765	0.593254	0.904617	0.9	0.777778	0.75	mutual_knn
P0136	P1194	0.632668	0.549815	0.586131	0.901059	0.9	0.777778	0.75	mutual_knn
P3307	P4786	0.629983	0.554331	0.613473	0.824854	0.833333	0.8	0.75	mutual_knn
P0864	P1679	0.628618	0.556965	0.561402	0.905842	0.909091	0.777778	0.75	mutual_knn
P4771	P5651	0.628594	0.543893	0.569082	0.846636	1.0	0.8	0.75	mutual_knn
P2967	P4240	0.628518	0.52496	0.59609	0.836547	1.0	0.8	0.75	mutual_knn
P0603	P1292	0.626434	0.523046	0.572035	0.908507	1.0	0.777778	0.75	mutual_knn
P0826	P1468	0.626341	0.572747	0.594835	0.715237	0.888889	0.777778	0.75	mutual_knn
P0231	P1257	0.625544	0.542017	0.584006	0.89734	0.875	0.777778	0.75	mutual_knn
P0103	P0218	0.624669	0.545896	0.574271	0.863541	0.916667	0.777778	0.75	mutual_knn
P0327	P0715	0.624462	0.560124	0.597443	0.72392	0.909091	0.777778	0.75	mutual_knn
P0002	P0059	0.623874	0.532738	0.56532	0.862801	1.0	0.777778	0.75	mutual_knn
P0183	P0486	0.623746	0.526973	0.589738	0.902003	0.9	0.777778	0.75	mutual_knn
P0717	P1611	0.623247	0.559708	0.584112	0.769388	0.9	0.777778	0.75	mutual_knn
P2443	P3040	0.623215	0.517015	0.544452	1.0	1.0	0.714286	0.666667	mutual_knn
P0693	P1233	0.623159	0.562227	0.585798	0.762389	0.888889	0.777778	0.75	mutual_knn
P3975	P4092	0.622916	0.534427	0.568595	0.834156	1.0	0.8	0.75	mutual_knn
P2728	P3794	0.622026	0.553267	0.590267	0.807479	0.857143	0.8	0.75	mutual_knn
P0385	P0954	0.622006	0.545891	0.579335	0.735882	1.0	0.777778	0.75	mutual_knn
P4118	P4441	0.621754	0.512408	0.587781	0.854472	1.0	0.8	0.75	mutual_knn
P0410	P1109	0.621564	0.532273	0.576518	0.902602	0.9	0.777778	0.75	mutual_knn
P0529	P1781	0.620623	0.536981	0.577358	0.769059	1.0	0.777778	0.75	mutual_knn
P0376	P1429	0.620555	0.571086	0.591831	0.718098	0.846154	0.777778	0.75	mutual_knn
P2983	P4777	0.619887	0.526488	0.56731	0.844088	1.0	0.8	0.75	mutual_knn
P1169	P1763	0.619708	0.571785	0.603286	0.74332	0.769231	0.777778	0.75	mutual_knn
P3658	P4633	0.619658	0.542625	0.59321	0.845205	0.833333	0.8	0.75	mutual_knn
P0629	P0944	0.619493	0.535751	0.563485	0.902762	0.909091	0.777778	0.75	mutual_knn
P0530	P1284	0.619125	0.53988	0.571538	0.872518	0.888889	0.777778	0.75	mutual_knn
P0009	P0501	0.619083	0.561735	0.588738	0.756286	0.846154	0.777778	0.75	mutual_knn
P1212	P1817	0.618715	0.541355	0.566165	0.912338	0.857143	0.777778	0.75	mutual_knn
P2651	P3515	0.618597	0.515707	0.579026	0.8387	1.0	0.8	0.75	mutual_knn
P0987	P1375	0.618422	0.548466	0.589655	0.73567	0.916667	0.777778	0.75	mutual_knn
P0324	P0835	0.618351	0.535295	0.571046	0.887127	0.888889	0.777778	0.75	mutual_knn
P0157	P1265	0.618245	0.571444	0.609067	0.75194	0.727273	0.777778	0.75	mutual_knn
P4043	P5307	0.618141	0.56175	0.587896	0.595902	1.0	0.8	0.75	mutual_knn
P0070	P0652	0.61795	0.543931	0.574447	0.721245	1.0	0.777778	0.75	mutual_knn
