candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C001	0.7953	body_health_life/reproduction_birth / pregnancy / reproduction / dairy	14	12	13	28	0.05899256	0.3636	1.0	0.6786	2,3,5,6,9,13,14,15,16,22,24,27,28,30	ب ل ي ج ن ن ح ج ر ح ي ي ر ء ي ر ب ب ر ج ع ش ف ع ص ف ف ع ش ر ن ف س و د ي	theme:body_health_life/reproduction_birth(88.2919); kw:pregnancy(64.8028); kw:reproduction(61.1919); kw:dairy(48.8874); kw:ewe(46.5929); kw:fertility(42.5584); kw:udder(39.7012); kw:camel(37.0667)	ش ف ع:B005:جمع محلبين في حلبة → ص ف ف:B002:ناقة تجمع محالبها
C002	0.7936	fertility / agriculture / rain / growth	16	13	15	29	0.06258881	0.2816	1.0	0.7586	3,6,7,13,14,15,16,17,20,21,22,23,24,27,28,30	ء ر ض ج م م ج ن ن ج ي ء ح ي ي ر ب ب ر ج ع ر ز ق ر ص د ط م ن ع م د ك ر م و ت ر	kw:fertility(85.1167); kw:agriculture(57.51); kw:rain(47.3897); kw:growth(42.1427); kw:ecology(40.924); kw:weather(37.9455); kw:soil(37.8305); kw:vegetation(34.3516)	ر ز ق:B003:الغيث النازل رزقا → ح ي ي:B002:حياة الأرض بالمطر والنبات
C003	0.7848	body_health_life/reproduction_birth / reproduction / ewe / fertility	14	9	11	17	0.05684925	0.3208	1.0	0.7059	3,5,6,13,14,15,16,17,22,24,25,27,28,30	ج ن ن ح ج ر ح ي ي ر ء ي ر ب ب ش ف ع ع ذ ب ن ف س ي ت م	theme:body_health_life/reproduction_birth(80.2653); kw:reproduction(50.9932); kw:ewe(46.5929); kw:fertility(42.5584); kw:womb(40.0012); kw:pregnancy(38.8817); kw:child(28.2893); kw:discharge(27.5858)	ش ف ع:B004:الأنثى المشفوعة بولدها → ر ء ي:B010:ظهور حمل الناقة أو الشاة
C004	0.7829	space_form_boundary/place_location / settlement / nearness / residence	16	12	12	19	0.05734649	0.2879	1.0	0.6842	6,7,8,9,11,13,14,15,16,17,19,20,21,22,23,28	ء ر ض ء ن ي ب ل د ب ل ل ج م م ر ب ب ع م د ل م م م ث ل م ل ك ن ع م و د ي	theme:space_form_boundary/place_location(44.9643); kw:settlement(41.2343); kw:nearness(39.1426); kw:residence(37.8305); kw:deterrence(31.3821); kw:stay(29.9889); kw:adherence(28.1384); kw:comfort(26.4674)	ر ب ب:B007:لزوم وإقامة ودوام → ب ل د:B009:الإقامة ولزوم البلد
C005	0.7758	ownership / property / possession / dominion	13	10	12	23	0.05764567	0.3651	0.913	0.7391	5,6,7,10,13,14,15,16,20,22,24,28,29	ح ي ي ذ و و ر ب ب ر ز ق ع ب د ف ع ل ق د ر ق و ل م ل ك م و ل	kw:ownership(63.0508); kw:property(42.7746); kw:possession(36.6655); kw:dominion(34.884); kw:hierarchy(32.5956); kw:peace(29.544); theme:law_governance/authority_governance(26.5359); kw:resource(24.0518)	م ل ك:B002:المِلْك والتصرف → ع ب د:B001:الرق والملك
C006	0.7738	tribe / community / gathering / kinship_society/household_community	14	12	14	26	0.05964295	0.2921	0.9615	0.7308	2,6,12,13,14,15,16,19,20,22,23,24,28,30	ء ك ل ء ن س ب ل و ب ل ي ج م م ج ن ن ح ي ي ر ب ب ص ب ب ع ش ر ك ث ر ل م م	kw:tribe(59.4841); kw:community(56.209); kw:gathering(51.3473); theme:kinship_society/household_community(47.3957); theme:time_measure_quantity/quantity_number(47.0877); kw:aggregation(41.7788); kw:society(41.5571); kw:people(41.3787)	ب ل و:B009:التفرق في الجهات → ب ل ي:B008:بذي بلي تفرق وتشعث
C007	0.7733	fertility / agriculture / agriculture_food/plant_vegetation / plant	15	16	16	29	0.06500371	0.2417	1.0	0.7586	2,3,6,7,13,14,15,16,17,20,21,22,24,28,30	ء ر ض ء ل ي ج م م ج ن ن ح ي ي ر ب ب ر ج ع ر ز ق ر ص د ص ف ف ع ش ر ع م د ق و ل ك ر م ن ع م و ت ر	kw:fertility(74.4772); kw:agriculture(57.51); theme:agriculture_food/plant_vegetation(50.6883); kw:plant(50.2216); kw:weather(47.4318); kw:growth(42.1427); kw:ecology(40.924); kw:soil(37.8305)	ر ز ق:B003:الغيث النازل رزقا → ح ي ي:B002:حياة الأرض بالمطر والنبات
C008	0.768	fertility / ground / agriculture / land_water_sky/terrain_desert	17	15	17	37	0.06125445	0.2782	0.973	0.5946	3,6,8,11,13,14,15,16,17,18,20,21,22,24,27,28,30	ء ر ض ب ل د ج م م ج ن ن ح ض ض ح ي ي د ك ك ر ب ب ر ز ق ر ص د ص ف ف ط م ء ن ط م ن ك ر م و ت ر	kw:fertility(63.8376); kw:ground(59.4841); kw:agriculture(49.2943); theme:land_water_sky/terrain_desert(43.3421); kw:growth(42.1427); kw:ecology(40.924); kw:geography(35.4006); kw:vegetation(34.3516)	ر ز ق:B003:الغيث النازل رزقا → ح ي ي:B002:حياة الأرض بالمطر والنبات
C009	0.7673	scattering / separation / dispersion / distribution	10	10	10	13	0.05801588	0.2889	1.0	0.8462	2,6,8,11,13,15,16,17,19,29	ب ل د ب ل ل ب ل و ب ل ي ر ء ي ص ب ب ع ب د ع ش ر ل م م ن ع م	kw:scattering(42.2076); kw:separation(30.8249); kw:dispersion(28.9576); kw:distribution(26.5662); kw:encounter(26.4674); kw:visibility(25.2924); kw:migration(24.6242); kw:division(24.3277)	ب ل و:B009:التفرق في الجهات → ب ل ي:B008:بذي بلي تفرق وتشعث
C010	0.7668	space_form_boundary/place_location / settlement / nearness / residence	17	14	14	24	0.05683923	0.2637	0.9583	0.6667	6,7,8,11,13,14,15,16,17,19,20,21,22,23,24,28,29	ء ر ض ء ن ي ب ل د ب ل ل ج م م ح ب ب ر ب ب ر ض و ع ب د ع م د ق د م ل م م م ث ل ن ع م	theme:space_form_boundary/place_location(44.9643); kw:settlement(41.2343); kw:nearness(39.1426); kw:residence(37.8305); kw:stay(29.9889); kw:adherence(28.1384); kw:comfort(26.4674); kw:completion(25.1495)	ر ب ب:B007:لزوم وإقامة ودوام → ب ل د:B009:الإقامة ولزوم البلد
