left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0205	P0332	0.675646	0.580801	0.612245	1.0	1.0	0.714286	0.666667	mutual_knn
P0244	P0316	0.674627	0.583237	0.6062	1.0	1.0	0.714286	0.666667	mutual_knn
P0301	P0415	0.669101	0.569393	0.608212	1.0	1.0	0.714286	0.666667	mutual_knn
P0157	P0578	0.662489	0.564379	0.64005	0.845008	1.0	0.8	0.75	mutual_knn
P0064	P0231	0.661626	0.5792	0.624872	0.822814	1.0	0.8	0.75	mutual_knn
P0086	P0092	0.660282	0.588305	0.61197	0.813558	1.0	0.8	0.75	mutual_knn
P0226	P0261	0.660212	0.575402	0.628358	0.813558	1.0	0.8	0.75	mutual_knn
P0119	P0215	0.658329	0.581264	0.627882	0.770019	1.0	0.8	0.75	mutual_knn
P0418	P0544	0.658213	0.57904	0.609296	0.84392	1.0	0.8	0.75	mutual_knn
P0190	P0398	0.657515	0.57713	0.615786	0.822814	1.0	0.8	0.75	mutual_knn
P0342	P0496	0.657495	0.566354	0.644668	0.770019	1.0	0.8	0.75	mutual_knn
P0074	P0271	0.656731	0.566777	0.629502	0.813558	1.0	0.8	0.75	mutual_knn
P0451	P0486	0.656354	0.570977	0.627111	0.799257	1.0	0.8	0.75	mutual_knn
P0390	P0555	0.656222	0.565541	0.633723	0.799257	1.0	0.8	0.75	mutual_knn
P0434	P0527	0.655968	0.571819	0.633277	0.770019	1.0	0.8	0.75	mutual_knn
P0146	P0222	0.655345	0.553779	0.588983	1.0	1.0	0.714286	0.666667	mutual_knn
P0090	P0139	0.65476	0.561655	0.577186	1.0	1.0	0.714286	0.666667	mutual_knn
P0123	P0171	0.654115	0.548043	0.592845	1.0	1.0	0.714286	0.666667	mutual_knn
P0077	P0099	0.653341	0.556671	0.579541	1.0	1.0	0.714286	0.666667	mutual_knn
P0191	P0258	0.651992	0.55683	0.620076	0.84392	1.0	0.8	0.75	mutual_knn
P0062	P0331	0.651222	0.534546	0.601931	1.0	1.0	0.714286	0.666667	mutual_knn
P0066	P0105	0.650334	0.54744	0.582817	1.0	1.0	0.714286	0.666667	mutual_knn
P0304	P0381	0.649975	0.581743	0.595041	0.799257	1.0	0.8	0.75	mutual_knn
P0148	P0185	0.649794	0.555104	0.57142	1.0	1.0	0.714286	0.666667	mutual_knn
P0204	P0207	0.648828	0.552286	0.572285	1.0	1.0	0.714286	0.666667	mutual_knn
P0100	P0257	0.648411	0.542452	0.583736	1.0	1.0	0.714286	0.666667	mutual_knn
P0141	P0250	0.648133	0.554566	0.567365	1.0	1.0	0.714286	0.666667	mutual_knn
P0151	P0362	0.648048	0.544174	0.625078	0.84392	1.0	0.8	0.75	mutual_knn
P0358	P0415	0.646913	0.522096	0.605629	1.0	1.0	0.714286	0.666667	mutual_knn
P0054	P0186	0.645063	0.534663	0.584186	1.0	1.0	0.714286	0.666667	mutual_knn
P0003	P0252	0.644901	0.547511	0.611488	0.845008	1.0	0.8	0.75	mutual_knn
P0033	P0253	0.644154	0.542724	0.615818	0.84392	1.0	0.8	0.75	mutual_knn
P0357	P0393	0.643478	0.556444	0.609008	0.799257	1.0	0.8	0.75	mutual_knn
P0111	P0243	0.643385	0.511447	0.60924	1.0	1.0	0.714286	0.666667	mutual_knn
P0051	P0159	0.643375	0.53293	0.581591	1.0	1.0	0.714286	0.666667	mutual_knn
P0036	P0061	0.643128	0.536657	0.576092	1.0	1.0	0.714286	0.666667	mutual_knn
P0334	P0354	0.642757	0.536701	0.574976	1.0	1.0	0.714286	0.666667	mutual_knn
P0380	P0611	0.642312	0.539471	0.627499	0.799257	1.0	0.8	0.75	mutual_knn
P0314	P0443	0.64226	0.510189	0.607643	1.0	1.0	0.714286	0.666667	mutual_knn
P0196	P0346	0.641911	0.536011	0.61804	0.84392	1.0	0.8	0.75	mutual_knn
P0061	P0105	0.641778	0.545104	0.561374	1.0	1.0	0.714286	0.666667	mutual_knn
P0102	P0222	0.641405	0.524427	0.586895	1.0	1.0	0.714286	0.666667	mutual_knn
P0021	P0096	0.641394	0.544847	0.560608	1.0	1.0	0.714286	0.666667	mutual_knn
P0065	P0101	0.641121	0.527887	0.581634	1.0	1.0	0.714286	0.666667	mutual_knn
P0042	P0111	0.640985	0.537164	0.569316	1.0	1.0	0.714286	0.666667	mutual_knn
P0278	P0326	0.6407	0.550298	0.595222	0.847384	1.0	0.8	0.75	mutual_knn
P0301	P0358	0.640544	0.519163	0.591202	1.0	1.0	0.714286	0.666667	mutual_knn
P0011	P0035	0.640446	0.538118	0.61982	0.813558	1.0	0.8	0.75	mutual_knn
P0040	P0051	0.639626	0.532689	0.57119	1.0	1.0	0.714286	0.666667	mutual_knn
P0386	P0567	0.639294	0.523029	0.640016	0.799257	1.0	0.8	0.75	mutual_knn
P0062	P0413	0.639063	0.483476	0.632854	1.0	1.0	0.714286	0.666667	mutual_knn
P0193	P0416	0.638499	0.542013	0.613334	0.799257	1.0	0.8	0.75	mutual_knn
P0235	P0263	0.63838	0.5229	0.580213	1.0	1.0	0.714286	0.666667	mutual_knn
P0108	P0214	0.638377	0.526925	0.575032	1.0	1.0	0.714286	0.666667	mutual_knn
P0052	P0053	0.638327	0.541251	0.556469	1.0	1.0	0.714286	0.666667	mutual_knn
P0071	P0334	0.638187	0.508888	0.597679	1.0	1.0	0.714286	0.666667	mutual_knn
P0040	P0068	0.63774	0.530985	0.56799	1.0	1.0	0.714286	0.666667	mutual_knn
P0061	P0099	0.637688	0.53493	0.562769	1.0	1.0	0.714286	0.666667	mutual_knn
P0001	P0041	0.637622	0.522781	0.622795	0.84392	1.0	0.8	0.75	mutual_knn
P0541	P0648	0.637487	0.547787	0.603021	0.799257	1.0	0.8	0.75	mutual_knn
P0066	P0145	0.637185	0.540288	0.554444	1.0	1.0	0.714286	0.666667	mutual_knn
P0099	P0145	0.636896	0.536172	0.558911	1.0	1.0	0.714286	0.666667	mutual_knn
P0061	P0077	0.636301	0.542731	0.548779	1.0	1.0	0.714286	0.666667	mutual_knn
P0126	P0227	0.636047	0.515197	0.64916	0.770019	1.0	0.8	0.75	mutual_knn
P0036	P0066	0.635334	0.538635	0.551281	1.0	1.0	0.714286	0.666667	mutual_knn
P0421	P0591	0.635306	0.522177	0.629716	0.799257	1.0	0.8	0.75	mutual_knn
P0089	P0133	0.635233	0.545622	0.589689	0.833119	1.0	0.8	0.75	mutual_knn
P0021	P0038	0.635085	0.535423	0.554698	1.0	1.0	0.714286	0.666667	mutual_knn
P0102	P0146	0.634707	0.52136	0.571701	1.0	1.0	0.714286	0.666667	mutual_knn
P0153	P0509	0.634267	0.519566	0.57275	1.0	1.0	0.714286	0.666667	mutual_knn
P0058	P0595	0.633939	0.552786	0.579725	0.822814	1.0	0.8	0.75	mutual_knn
P0257	P0284	0.633621	0.531909	0.555033	1.0	1.0	0.714286	0.666667	mutual_knn
P0340	P0463	0.632853	0.540826	0.589057	0.833119	1.0	0.8	0.75	mutual_knn
P0032	P0080	0.632618	0.538284	0.601327	0.799257	1.0	0.8	0.75	mutual_knn
P0049	P0060	0.632521	0.525974	0.559523	1.0	1.0	0.714286	0.666667	mutual_knn
P0055	P0082	0.631822	0.514776	0.615526	0.847384	1.0	0.8	0.75	mutual_knn
P0010	P0019	0.63181	0.543465	0.60071	0.770019	1.0	0.8	0.75	mutual_knn
P0227	P0386	0.631798	0.550249	0.583602	0.799257	1.0	0.8	0.75	mutual_knn
P0317	P0589	0.631773	0.52875	0.61117	0.799257	1.0	0.8	0.75	mutual_knn
P0189	P0415	0.631555	0.533015	0.54771	1.0	1.0	0.714286	0.666667	mutual_knn
P0148	P0154	0.631378	0.528941	0.55244	1.0	1.0	0.714286	0.666667	mutual_knn
P0237	P0298	0.631094	0.540427	0.584544	0.833119	1.0	0.8	0.75	mutual_knn
P0090	P0175	0.630906	0.50269	0.584844	1.0	1.0	0.714286	0.666667	mutual_knn
P0166	P0609	0.630726	0.561709	0.642869	0.529527	1.0	1.0	1.0	mutual_knn
P0036	P0099	0.630712	0.531788	0.546878	1.0	1.0	0.714286	0.666667	mutual_knn
P0124	P0176	0.630478	0.532565	0.545211	1.0	1.0	0.714286	0.666667	mutual_knn
