morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s062-a000-w001-01	w-s062-a000-w001	1:1:1:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s062-a000-w001-02	w-s062-a000-w001	1:1:1:2	2	سْمِ	سْمِ	ٱسْم	س م و	سمو	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|GEN								GEN
m-w-s062-a000-w002-01	w-s062-a000-w002	1:1:2:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s062-a000-w003-01	w-s062-a000-w003	1:1:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s062-a000-w003-02	w-s062-a000-w003	1:1:3:2	2	رَّحْمَٰنِ	رَّحْمَٰنِ	رَّحْمَٰن	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s062-a000-w004-01	w-s062-a000-w004	1:1:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s062-a000-w004-02	w-s062-a000-w004	1:1:4:2	2	رَّحِيمِ	رَّحِيمِ	رَّحِيم	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s062-a001-w001-01	w-s062-a001-w001	62:1:1:1	1	يُسَبِّحُ	يُسَبِّحُ	سَبَّحَ	س ب ح	سبح	V	STEM	STEM|POS:V|IMPF|(II)|LEM:sab~aHa|ROOT:sbH|3MS	IMPF			II	3	M	singular	
m-w-s062-a001-w002-01	w-s062-a001-w002	62:1:2:1	1	لِ					P	PREFIX	PREFIX|l:P+								
m-w-s062-a001-w002-02	w-s062-a001-w002	62:1:2:2	2	لَّهِ	لَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s062-a001-w003-01	w-s062-a001-w003	62:1:3:1	1	مَا	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s062-a001-w004-01	w-s062-a001-w004	62:1:4:1	1	فِى	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s062-a001-w005-01	w-s062-a001-w005	62:1:5:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s062-a001-w005-02	w-s062-a001-w005	62:1:5:2	2	سَّمَٰوَٰتِ	سَّمَٰوَٰتِ	سَمَآء	س م و	سمو	N	STEM	STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|GEN						F	plural	GEN
m-w-s062-a001-w006-01	w-s062-a001-w006	62:1:6:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s062-a001-w006-02	w-s062-a001-w006	62:1:6:2	2	مَا	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s062-a001-w007-01	w-s062-a001-w007	62:1:7:1	1	فِى	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s062-a001-w008-01	w-s062-a001-w008	62:1:8:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s062-a001-w008-02	w-s062-a001-w008	62:1:8:2	2	أَرْضِ	أَرْضِ	أَرْض	ء ر ض	ءرض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN								GEN
m-w-s062-a001-w009-01	w-s062-a001-w009	62:1:9:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s062-a001-w009-02	w-s062-a001-w009	62:1:9:2	2	مَلِكِ	مَلِكِ	مَلِك	م ل ك	ملك	ADJ	STEM	STEM|POS:ADJ|LEM:malik|ROOT:mlk|MS|GEN						M	singular	GEN
m-w-s062-a001-w010-01	w-s062-a001-w010	62:1:10:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s062-a001-w010-02	w-s062-a001-w010	62:1:10:2	2	قُدُّوسِ	قُدُّوسِ	قُدُّوس	ق د س	قدس	ADJ	STEM	STEM|POS:ADJ|LEM:qud~uws|ROOT:qds|MS|GEN						M	singular	GEN
m-w-s062-a001-w011-01	w-s062-a001-w011	62:1:11:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s062-a001-w011-02	w-s062-a001-w011	62:1:11:2	2	عَزِيزِ	عَزِيزِ	عَزِيز	ع ز ز	عزز	ADJ	STEM	STEM|POS:ADJ|LEM:Eaziyz|ROOT:Ezz|MS|GEN						M	singular	GEN
m-w-s062-a001-w012-01	w-s062-a001-w012	62:1:12:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s062-a001-w012-02	w-s062-a001-w012	62:1:12:2	2	حَكِيمِ	حَكِيمِ	حَكِيم	ح ك م	حكم	ADJ	STEM	STEM|POS:ADJ|LEM:Hakiym|ROOT:Hkm|MS|GEN						M	singular	GEN
m-w-s062-a002-w001-01	w-s062-a002-w001	62:2:1:1	1	هُوَ	هُوَ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s062-a002-w002-01	w-s062-a002-w002	62:2:2:1	1	ٱلَّذِى	ٱلَّذِى	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS						M	singular	
