left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P4653	P7382	0.641953	0.555253	0.579172	0.893789	1.0	0.777778	0.75	mutual_knn
P0412	P5686	0.64184	0.556894	0.589453	0.89277	0.956522	0.777778	0.75	mutual_knn
P4479	P6612	0.636831	0.548588	0.583263	0.895286	0.962963	0.777778	0.75	mutual_knn
P0320	P2596	0.636506	0.560379	0.606007	0.722326	1.0	0.777778	0.75	mutual_knn
P2974	P6798	0.635522	0.570839	0.612296	0.723406	0.92	0.777778	0.75	mutual_knn
P2396	P6558	0.635268	0.554297	0.576134	0.894511	0.947368	0.777778	0.75	mutual_knn
P0024	P4919	0.634852	0.567259	0.623	0.750485	0.864865	0.777778	0.75	mutual_knn
P15463	P19588	0.634596	0.557263	0.601329	0.786259	0.947368	0.8	0.75	mutual_knn
P3621	P4928	0.634272	0.554531	0.579458	0.893297	0.925926	0.777778	0.75	mutual_knn
P3147	P5234	0.634025	0.548826	0.579245	0.886656	0.956522	0.777778	0.75	mutual_knn
P8292	P8984	0.632337	0.51975	0.566998	1.0	1.0	0.714286	0.666667	mutual_knn
P15507	P8976	0.632154	0.542808	0.58901	0.817372	1.0	0.8	0.75	mutual_knn
P14343	P17270	0.631287	0.550065	0.5973	0.858134	0.888889	0.8	0.75	mutual_knn
P0210	P1600	0.630688	0.577206	0.612763	0.685991	0.878788	0.777778	0.75	mutual_knn
P1827	P5844	0.630596	0.579688	0.614911	0.729389	0.815789	0.777778	0.75	mutual_knn
P1527	P4146	0.630397	0.573017	0.609539	0.703114	0.888889	0.777778	0.75	mutual_knn
P16163	P20845	0.63029	0.54401	0.600143	0.79981	0.954545	0.8	0.75	mutual_knn
P0480	P4794	0.629598	0.57421	0.588376	0.71724	0.935484	0.777778	0.75	mutual_knn
P17676	P20738	0.629384	0.521223	0.596681	0.859954	1.0	0.8	0.75	mutual_knn
P3123	P6344	0.629301	0.544243	0.570203	0.883925	0.964286	0.777778	0.75	mutual_knn
P14199	P19645	0.629026	0.533705	0.599404	0.790675	1.0	0.8	0.75	mutual_knn
P0054	P0447	0.628604	0.575924	0.611387	0.754523	0.8	0.777778	0.75	mutual_knn
P3357	P5918	0.628509	0.537432	0.577488	0.90426	0.941176	0.777778	0.75	mutual_knn
