left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0313	P2150	0.638446	0.550821	0.574932	0.893503	1.0	0.777778	0.75	mutual_knn
P1268	P2856	0.638213	0.551286	0.575055	0.888649	1.0	0.777778	0.75	mutual_knn
P0575	P2150	0.636796	0.554089	0.579356	0.902371	0.944444	0.777778	0.75	mutual_knn
P0808	P2150	0.636739	0.560487	0.575226	0.887462	0.944444	0.777778	0.75	mutual_knn
P0028	P0637	0.635939	0.552917	0.586558	0.901644	0.916667	0.777778	0.75	mutual_knn
P0331	P2856	0.635764	0.541906	0.576776	0.900347	1.0	0.777778	0.75	mutual_knn
P2662	P3573	0.633885	0.572691	0.597575	0.736894	0.933333	0.777778	0.75	mutual_knn
P0089	P2480	0.633591	0.547747	0.5767	0.908157	0.944444	0.777778	0.75	mutual_knn
P1854	P2382	0.633549	0.543473	0.571942	0.888061	1.0	0.777778	0.75	mutual_knn
P0815	P3973	0.633027	0.553045	0.574591	0.88313	0.947368	0.777778	0.75	mutual_knn
P0314	P2148	0.632437	0.538694	0.590866	0.903647	0.928571	0.777778	0.75	mutual_knn
P7598	P9416	0.632313	0.540936	0.585467	0.839784	1.0	0.8	0.75	mutual_knn
P0426	P2790	0.632196	0.546909	0.582039	0.900658	0.923077	0.777778	0.75	mutual_knn
P10551	P8675	0.63194	0.554948	0.572769	0.817439	1.0	0.8	0.75	mutual_knn
P1180	P2640	0.63142	0.538364	0.589159	0.892003	0.9375	0.777778	0.75	mutual_knn
P0413	P3480	0.630396	0.57267	0.628849	0.748198	0.777778	0.777778	0.75	mutual_knn
P0198	P3562	0.629424	0.544388	0.594462	0.917723	0.846154	0.777778	0.75	mutual_knn
P0328	P2925	0.62845	0.553456	0.586119	0.742529	1.0	0.777778	0.75	mutual_knn
P2368	P3686	0.627609	0.545006	0.56941	0.897293	0.933333	0.777778	0.75	mutual_knn
P1038	P1476	0.626489	0.570261	0.605963	0.711179	0.866667	0.777778	0.75	mutual_knn
P0349	P3689	0.626418	0.536455	0.561148	0.886112	1.0	0.777778	0.75	mutual_knn
P1542	P2765	0.625628	0.545831	0.579212	0.91566	0.857143	0.777778	0.75	mutual_knn
P0796	P3104	0.625623	0.533166	0.563215	0.885732	1.0	0.777778	0.75	mutual_knn
P0253	P3662	0.62473	0.538213	0.567797	0.904716	0.933333	0.777778	0.75	mutual_knn
P1223	P2568	0.623674	0.536885	0.568307	0.903109	0.928571	0.777778	0.75	mutual_knn
P3222	P4084	0.623495	0.547503	0.590522	0.704363	1.0	0.777778	0.75	mutual_knn
P5111	P9081	0.623461	0.541801	0.586782	0.814194	0.928571	0.8	0.75	mutual_knn
P0403	P2611	0.623418	0.555395	0.59309	0.72159	0.9375	0.777778	0.75	mutual_knn
P1245	P2842	0.623283	0.571343	0.5953	0.736137	0.842105	0.777778	0.75	mutual_knn
P0310	P2755	0.623106	0.53717	0.562163	0.905051	0.941176	0.777778	0.75	mutual_knn
P2601	P4216	0.622602	0.568393	0.606554	0.721785	0.823529	0.777778	0.75	mutual_knn
P7808	P8588	0.62237	0.535803	0.569543	0.819186	1.0	0.8	0.75	mutual_knn
P5730	P5959	0.622118	0.511842	0.547969	1.0	1.0	0.714286	0.666667	mutual_knn
P1609	P3035	0.621799	0.556611	0.582564	0.729824	0.944444	0.777778	0.75	mutual_knn
P1914	P2962	0.621404	0.558069	0.58534	0.716535	0.9375	0.777778	0.75	mutual_knn
P0360	P2340	0.621338	0.562712	0.590261	0.732912	0.882353	0.777778	0.75	mutual_knn
P0326	P1801	0.62133	0.545563	0.579373	0.917958	0.8125	0.777778	0.75	mutual_knn
P10425	P7070	0.621102	0.518882	0.579459	0.847942	1.0	0.8	0.75	mutual_knn
P0601	P3201	0.620829	0.538331	0.55733	0.890707	0.944444	0.777778	0.75	mutual_knn
P6998	P8731	0.620433	0.543449	0.575437	0.816203	0.928571	0.8	0.75	mutual_knn
P1224	P3341	0.620358	0.535108	0.574426	0.896216	0.888889	0.777778	0.75	mutual_knn
