candidate_id	family_id	representative_candidate_id	membership
C314	F001	C380	variant
C380	F001	C380	representative
C523	F001	C380	variant
C903	F001	C380	variant
C036	F002	C1240	variant
C088	F002	C1240	variant
C1240	F002	C1240	representative
C364	F002	C1240	variant
C611	F002	C1240	variant
C842	F002	C1240	variant
C852	F002	C1240	variant
C1926	F003	C1926	representative
C1931	F003	C1926	variant
C003	F004	C003	representative
C010	F004	C003	variant
C416	F004	C003	member
C089	F005	C089	representative
C1350	F005	C089	variant
C1584	F005	C089	variant
C444	F005	C089	variant
C840	F005	C089	variant
C888	F005	C089	variant
C1498	F006	C426	variant
C426	F006	C426	representative
C092	F007	C092	representative
C120	F007	C092	variant
C148	F007	C092	variant
C155	F007	C092	variant
C397	F007	C092	variant
C566	F007	C092	variant
C702	F007	C092	variant
C1067	F008	C603	variant
C1191	F008	C603	variant
C355	F008	C603	variant
C433	F008	C603	variant
C603	F008	C603	representative
C657	F008	C603	variant
C041	F009	C041	representative
C1958	F009	C041	variant
C343	F009	C041	variant
C423	F009	C041	variant
C1736	F010	C2039	variant
C1982	F010	C2039	variant
C2039	F010	C2039	representative
C031	F011	C743	variant
C086	F011	C743	variant
C1329	F011	C743	variant
C152	F011	C743	variant
C178	F011	C743	variant
C371	F011	C743	variant
C724	F011	C743	variant
C743	F011	C743	representative
C001	F012	C001	representative
C331	F012	C001	variant
C333	F012	C001	member
C358	F012	C001	variant
C402	F012	C001	variant
C910	F012	C001	variant
C111	F013	C370	variant
C147	F013	C370	variant
C167	F013	C370	variant
C370	F013	C370	representative
C462	F013	C370	variant
C614	F013	C370	variant
C039	F014	C039	representative
C087	F014	C039	variant
C140	F014	C039	variant
C213	F014	C039	variant
C308	F014	C039	variant
C311	F014	C039	variant
C315	F014	C039	variant
C451	F014	C039	variant
C506	F014	C039	variant
C542	F014	C039	variant
C108	F015	C108	representative
C133	F015	C108	variant
C267	F015	C108	variant
C064	F016	C101	variant
C101	F016	C101	representative
C1422	F016	C101	member
C235	F016	C101	variant
C281	F016	C101	variant
C408	F016	C101	variant
C792	F016	C101	variant
C1728	F017	C1728	representative
C1806	F017	C1728	variant
C2075	F017	C1728	variant
C803	F017	C1728	variant
C1216	F018	C200	variant
C1432	F018	C200	variant
C1593	F018	C200	variant
C200	F018	C200	representative
C284	F018	C200	variant
C481	F018	C200	variant
C045	F019	C181	variant
C053	F019	C181	variant
C067	F019	C181	variant
C174	F019	C181	variant
C179	F019	C181	variant
C181	F019	C181	representative
C244	F019	C181	variant
C259	F019	C181	variant
C1323	F020	C1921	variant
C1648	F020	C1921	variant
C1921	F020	C1921	representative
C1959	F020	C1921	variant
C027	F021	C027	representative
C1015	F021	C027	variant
C110	F021	C027	variant
C117	F021	C027	variant
C1890	F021	C027	variant
C389	F021	C027	variant
C577	F021	C027	variant
C992	F021	C027	variant
C1061	F022	C632	variant
C188	F022	C632	variant
C632	F022	C632	representative
C750	F022	C632	variant
C951	F022	C632	variant
C1032	F023	C482	variant
C1129	F023	C482	variant
C1245	F023	C482	variant
C1785	F023	C482	variant
C472	F023	C482	variant
C482	F023	C482	representative
C813	F023	C482	variant
C074	F024	C865	variant
C496	F024	C865	variant
C865	F024	C865	representative
C1541	F025	C191	variant
C1615	F025	C191	variant
C191	F025	C191	representative
C238	F025	C191	variant
C417	F025	C191	variant
C474	F025	C191	variant
C518	F025	C191	variant
C892	F025	C191	variant
C911	F025	C191	variant
C1041	F026	C1041	representative
C1211	F026	C1041	variant
C1810	F026	C1041	variant
C1753	F027	C1753	representative
C1909	F027	C1753	member
C1623	F028	C878	variant
C292	F028	C878	variant
C332	F028	C878	variant
C878	F028	C878	representative
C902	F028	C878	variant
C231	F029	C450	variant
C268	F029	C450	variant
C403	F029	C450	variant
C450	F029	C450	representative
C495	F029	C450	variant
C070	F030	C544	variant
C1040	F030	C544	variant
C1243	F030	C544	variant
C1321	F030	C544	variant
C1365	F030	C544	variant
C1641	F030	C544	variant
C469	F030	C544	variant
C544	F030	C544	representative
C949	F030	C544	variant
C1069	F031	C785	variant
C1168	F031	C785	variant
C1263	F031	C785	variant
C1590	F031	C785	variant
C369	F031	C785	variant
C785	F031	C785	representative
C933	F031	C785	variant
C004	F032	C198	variant
C044	F032	C198	variant
C198	F032	C198	representative
C304	F032	C198	variant
C425	F032	C198	variant
C552	F032	C198	variant
C678	F032	C198	variant
C1292	F033	C365	variant
C1430	F033	C365	variant
C1480	F033	C365	variant
C365	F033	C365	representative
C504	F033	C365	variant
C561	F033	C365	variant
C841	F033	C365	variant
C987	F033	C365	variant
C1098	F034	C127	variant
C1112	F034	C127	variant
C1121	F034	C127	variant
C127	F034	C127	representative
C1871	F034	C127	variant
C684	F034	C127	variant
C846	F034	C127	variant
C914	F034	C127	variant
C076	F035	C076	representative
C115	F035	C076	variant
C1524	F035	C076	variant
C1585	F035	C076	variant
C1768	F035	C076	variant
C1818	F035	C076	variant
C717	F035	C076	variant
C744	F035	C076	variant
C900	F035	C076	variant
C1154	F036	C909	variant
C180	F036	C909	variant
C2008	F036	C909	variant
C242	F036	C909	variant
C395	F036	C909	variant
C633	F036	C909	variant
C693	F036	C909	variant
C909	F036	C909	representative
C930	F036	C909	variant
C1033	F037	C189	variant
C1300	F037	C189	variant
C1382	F037	C189	variant
C189	F037	C189	representative
C209	F037	C189	variant
C452	F037	C189	variant
C701	F037	C189	variant
C943	F037	C189	variant
C1497	F038	C1497	representative
C1559	F038	C1497	variant
C1071	F039	C641	variant
C1199	F039	C641	variant
C270	F039	C641	variant
C602	F039	C641	variant
C641	F039	C641	representative
C666	F039	C641	variant
C687	F039	C641	variant
C707	F039	C641	variant
C826	F039	C641	variant
C1875	F040	C1875	representative
C2032	F040	C1875	member
C1008	F041	C1072	variant
C1072	F041	C1072	representative
C1325	F041	C1072	variant
C1478	F041	C1072	variant
C586	F041	C1072	variant
C752	F041	C1072	variant
C816	F041	C1072	variant
C059	F042	C205	variant
C078	F042	C205	variant
C102	F042	C205	variant
C146	F042	C205	variant
C1790	F042	C205	variant
C205	F042	C205	representative
C063	F043	C372	variant
C1006	F043	C372	variant
C1023	F043	C372	variant
C1238	F043	C372	variant
C1269	F043	C372	variant
C372	F043	C372	representative
C526	F043	C372	variant
C592	F043	C372	variant
C604	F043	C372	variant
C773	F043	C372	variant
C827	F043	C372	variant
C844	F043	C372	variant
C105	F044	C105	representative
C1291	F044	C105	variant
C1502	F044	C105	variant
C360	F044	C105	variant
C946	F044	C105	variant
C988	F044	C105	variant
C109	F045	C761	variant
C185	F045	C761	variant
C412	F045	C761	variant
C434	F045	C761	variant
C445	F045	C761	variant
C761	F045	C761	representative
C939	F045	C761	variant
C963	F045	C761	variant
C1070	F046	C153	variant
C1204	F046	C153	variant
C1239	F046	C153	variant
C1400	F046	C153	variant
C153	F046	C153	representative
C953	F046	C153	variant
C034	F047	C042	variant
C042	F047	C042	representative
C1009	F047	C042	variant
C1259	F047	C042	variant
C1681	F047	C042	variant
C176	F047	C042	variant
C2105	F047	C042	variant
C216	F047	C042	variant
C295	F047	C042	variant
C437	F047	C042	variant
C441	F048	C441	representative
C659	F048	C441	variant
C811	F048	C441	variant
C1136	F049	C175	variant
C121	F049	C175	variant
C1260	F049	C175	variant
C1328	F049	C175	variant
C1483	F049	C175	variant
C1490	F049	C175	variant
C175	F049	C175	representative
C647	F049	C175	variant
C993	F049	C175	variant
C1166	F050	C731	variant
C1420	F050	C731	variant
C1473	F050	C731	variant
C1531	F050	C731	variant
C438	F050	C731	variant
C607	F050	C731	variant
C731	F050	C731	representative
C1426	F051	C163	variant
C163	F051	C163	representative
C177	F051	C163	variant
C233	F051	C163	variant
C318	F051	C163	member
C436	F051	C163	member
C459	F051	C163	variant
C537	F051	C163	variant
C553	F051	C163	variant
C1054	F052	C1054	representative
C1895	F052	C1054	variant
C779	F052	C1054	variant
C1051	F053	C854	member
C1580	F053	C854	member
C1900	F053	C854	variant
C1951	F053	C854	variant
C253	F053	C854	variant
C317	F053	C854	variant
C430	F053	C854	variant
C854	F053	C854	representative
C1103	F054	C192	variant
C1383	F054	C192	variant
C1539	F054	C192	variant
C1712	F054	C192	variant
C1820	F054	C192	variant
C192	F054	C192	representative
C196	F054	C192	variant
C337	F054	C192	variant
C345	F054	C192	variant
C357	F054	C192	variant
C431	F054	C192	variant
C501	F054	C192	variant
C1554	F055	C1554	representative
C1691	F055	C1554	variant
C1794	F055	C1554	variant
C1798	F055	C1554	variant
C1824	F055	C1554	variant
C2047	F055	C1554	variant
C1340	F056	C1892	variant
C1404	F056	C1892	variant
C1892	F056	C1892	representative
C2068	F056	C1892	variant
C1317	F057	C1317	representative
C1673	F057	C1317	variant
C1916	F057	C1317	variant
C2017	F057	C1317	variant
C1085	F058	C567	variant
C1415	F058	C567	variant
C316	F058	C567	variant
C353	F058	C567	variant
C567	F058	C567	representative
C594	F058	C567	variant
C719	F058	C567	variant
C996	F058	C567	variant
C015	F059	C247	variant
C1053	F059	C247	variant
C1459	F059	C247	variant
C245	F059	C247	variant
C247	F059	C247	representative
C627	F059	C247	variant
C1173	F060	C260	variant
C1267	F060	C260	variant
C1327	F060	C260	variant
C1659	F060	C260	member
C1709	F060	C260	variant
C1915	F060	C260	variant
C260	F060	C260	representative
C967	F060	C260	variant
C062	F061	C098	variant
C098	F061	C098	representative
C136	F061	C098	variant
C1392	F061	C098	variant
C1644	F061	C098	variant
C307	F061	C098	variant
C396	F061	C098	variant
C548	F061	C098	variant
C615	F061	C098	variant
C712	F061	C098	variant
C005	F062	C012	variant
C011	F062	C012	variant
C012	F062	C012	representative
C050	F062	C012	variant
C069	F062	C012	variant
C094	F062	C012	variant
C2165	F062	C012	variant
C1649	F063	C1649	representative
C2087	F063	C1649	variant
C1016	F064	C530	variant
C1876	F064	C530	variant
C1879	F064	C530	variant
C401	F064	C530	variant
C409	F064	C530	variant
C512	F064	C530	variant
C530	F064	C530	representative
C598	F064	C530	variant
C893	F064	C530	variant
C947	F064	C530	variant
C082	F065	C674	variant
C674	F065	C674	representative
C874	F065	C674	variant
C982	F065	C674	variant
C1411	F066	C1411	representative
C1750	F066	C1411	variant
C546	F066	C1411	variant
C1280	F067	C159	variant
C158	F067	C159	variant
C159	F067	C159	representative
C734	F067	C159	variant
C857	F067	C159	variant
C125	F068	C125	representative
C1258	F068	C125	variant
C1608	F068	C125	variant
C1947	F068	C125	variant
C1987	F068	C125	variant
C2132	F068	C125	variant
C330	F068	C125	variant
C386	F068	C125	variant
C486	F068	C125	variant
C956	F068	C125	variant
C1227	F069	C193	member
C1313	F069	C193	variant
C1402	F069	C193	variant
C1424	F069	C193	variant
C1804	F069	C193	variant
C193	F069	C193	representative
C2011	F069	C193	variant
C588	F069	C193	variant
C918	F069	C193	variant
C1230	F070	C141	variant
C141	F070	C141	representative
C1571	F070	C141	variant
C294	F070	C141	variant
C834	F070	C141	variant
C030	F071	C055	member
C055	F071	C055	representative
C1091	F071	C055	member
C1306	F071	C055	variant
C1609	F071	C055	variant
C1652	F071	C055	variant
C312	F071	C055	variant
C620	F071	C055	variant
C883	F071	C055	variant
C051	F072	C051	representative
C1119	F072	C051	variant
C1289	F072	C051	variant
C461	F072	C051	member
C654	F072	C051	member
C875	F072	C051	variant
C1062	F073	C1062	representative
C1086	F073	C1062	variant
C1607	F073	C1062	variant
C203	F073	C1062	variant
C280	F073	C1062	variant
C435	F073	C1062	variant
C637	F073	C1062	variant
C680	F073	C1062	variant
C1521	F074	C234	variant
C1527	F074	C234	variant
C2010	F074	C234	variant
C234	F074	C234	representative
C415	F074	C234	variant
C638	F074	C234	variant
C691	F074	C234	member
C782	F074	C234	variant
C1190	F075	C1190	representative
C1393	F075	C1190	variant
C2170	F075	C1190	variant
C081	F076	C735	variant
C107	F076	C735	variant
C1114	F076	C735	variant
C1234	F076	C735	variant
C1303	F076	C735	variant
C321	F076	C735	variant
C460	F076	C735	variant
