morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s107-a000-w001-01	w-s107-a000-w001	1:1:1:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s107-a000-w001-02	w-s107-a000-w001	1:1:1:2	2	سْمِ	سْمِ	ٱسْم	س م و	سمو	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|GEN								GEN
m-w-s107-a000-w002-01	w-s107-a000-w002	1:1:2:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s107-a000-w003-01	w-s107-a000-w003	1:1:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s107-a000-w003-02	w-s107-a000-w003	1:1:3:2	2	رَّحْمَٰنِ	رَّحْمَٰنِ	رَّحْمَٰن	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s107-a000-w004-01	w-s107-a000-w004	1:1:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s107-a000-w004-02	w-s107-a000-w004	1:1:4:2	2	رَّحِيمِ	رَّحِيمِ	رَّحِيم	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s107-a001-w001-01	w-s107-a001-w001	107:1:1:1	1	أَ					INTG	PREFIX	PREFIX|A:INTG+								
m-w-s107-a001-w001-02	w-s107-a001-w001	107:1:1:2	2	رَءَيْ	رَءَيْ	رَءَا	ر ء ي	رءي	V	STEM	STEM|POS:V|PERF|LEM:ra'aA|ROOT:rAy|2MS	PERF				2	M	singular	
m-w-s107-a001-w001-03	w-s107-a001-w001	107:1:1:3	3	تَ					PRON	SUFFIX	SUFFIX|PRON:2MS					2	M	singular	
m-w-s107-a001-w002-01	w-s107-a001-w002	107:1:2:1	1	ٱلَّذِى	ٱلَّذِى	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS						M	singular	
m-w-s107-a001-w003-01	w-s107-a001-w003	107:1:3:1	1	يُكَذِّبُ	يُكَذِّبُ	كَذَّبَ	ك ذ ب	كذب	V	STEM	STEM|POS:V|IMPF|(II)|LEM:ka*~aba|ROOT:k*b|3MS	IMPF			II	3	M	singular	
m-w-s107-a001-w004-01	w-s107-a001-w004	107:1:4:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s107-a001-w004-02	w-s107-a001-w004	107:1:4:2	2	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s107-a001-w004-03	w-s107-a001-w004	107:1:4:3	3	دِّينِ	دِّينِ	دِين	د ي ن	دين	N	STEM	STEM|POS:N|LEM:diyn|ROOT:dyn|M|GEN								GEN
m-w-s107-a002-w001-01	w-s107-a002-w001	107:2:1:1	1	فَ					CONJ	PREFIX	PREFIX|f:CONJ+								
m-w-s107-a002-w001-02	w-s107-a002-w001	107:2:1:2	2	ذَٰلِكَ	ذَٰلِكَ	ذَٰلِك			DEM	STEM	STEM|POS:DEM|LEM:*a`lik|MS						M	singular	
m-w-s107-a002-w002-01	w-s107-a002-w002	107:2:2:1	1	ٱلَّذِى	ٱلَّذِى	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS						M	singular	
m-w-s107-a002-w003-01	w-s107-a002-w003	107:2:3:1	1	يَدُعُّ	يَدُعُّ	يَدُعُّ	د ع ع	دعع	V	STEM	STEM|POS:V|IMPF|LEM:yaduE~u|ROOT:dEE|3MS	IMPF				3	M	singular	
m-w-s107-a002-w004-01	w-s107-a002-w004	107:2:4:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s107-a002-w004-02	w-s107-a002-w004	107:2:4:2	2	يَتِيمَ	يَتِيمَ	يَتِيم	ي ت م	يتم	N	STEM	STEM|POS:N|LEM:yatiym|ROOT:ytm|MS|ACC						M	singular	ACC
m-w-s107-a003-w001-01	w-s107-a003-w001	107:3:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s107-a003-w001-02	w-s107-a003-w001	107:3:1:2	2	لَا	لَا	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA								
m-w-s107-a003-w002-01	w-s107-a003-w002	107:3:2:1	1	يَحُضُّ	يَحُضُّ	يَحُضُّ	ح ض ض	حضض	V	STEM	STEM|POS:V|IMPF|LEM:yaHuD~u|ROOT:HDD|3MS	IMPF				3	M	singular	
m-w-s107-a003-w003-01	w-s107-a003-w003	107:3:3:1	1	عَلَىٰ	عَلَىٰ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`								
m-w-s107-a003-w004-01	w-s107-a003-w004	107:3:4:1	1	طَعَامِ	طَعَامِ	طَعَام	ط ع م	طعم	N	STEM	STEM|POS:N|LEM:TaEaAm|ROOT:TEm|M|GEN								GEN
m-w-s107-a003-w005-01	w-s107-a003-w005	107:3:5:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s107-a003-w005-02	w-s107-a003-w005	107:3:5:2	2	مِسْكِينِ	مِسْكِينِ	مِسْكِين	س ك ن	سكن	N	STEM	STEM|POS:N|LEM:misokiyn|ROOT:skn|MS|GEN						M	singular	GEN
m-w-s107-a004-w001-01	w-s107-a004-w001	107:4:1:1	1	فَ					REM	PREFIX	PREFIX|f:REM+								
m-w-s107-a004-w001-02	w-s107-a004-w001	107:4:1:2	2	وَيْلٌ	وَيْلٌ	وَيْل			N	STEM	STEM|POS:N|LEM:wayol|M|INDEF|NOM								NOM
m-w-s107-a004-w002-01	w-s107-a004-w002	107:4:2:1	1	لِّ					P	PREFIX	PREFIX|l:P+								
m-w-s107-a004-w002-02	w-s107-a004-w002	107:4:2:2	2	لْ					DET	PREFIX	PREFIX|Al+								
m-w-s107-a004-w002-03	w-s107-a004-w002	107:4:2:3	3	مُصَلِّينَ	مُصَلِّينَ	مُصَلِّين	ص ل و	صلو	N	STEM	STEM|POS:N|ACT|PCPL|(II)|LEM:muSal~iyn|ROOT:Slw|MP|GEN			ACT	II		M	plural	GEN
m-w-s107-a005-w001-01	w-s107-a005-w001	107:5:1:1	1	ٱلَّذِينَ	ٱلَّذِينَ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MP						M	plural	
m-w-s107-a005-w002-01	w-s107-a005-w002	107:5:2:1	1	هُمْ	هُمْ				PRON	STEM	STEM|POS:PRON|3MP					3	M	plural	
m-w-s107-a005-w003-01	w-s107-a005-w003	107:5:3:1	1	عَن	عَن	عَن			P	STEM	STEM|POS:P|LEM:Ean								
m-w-s107-a005-w004-01	w-s107-a005-w004	107:5:4:1	1	صَلَاتِ	صَلَاتِ	صَلَوٰة	ص ل و	صلو	N	STEM	STEM|POS:N|LEM:Salaw`p|ROOT:Slw|F|GEN								GEN
m-w-s107-a005-w004-02	w-s107-a005-w004	107:5:4:2	2	هِمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s107-a005-w005-01	w-s107-a005-w005	107:5:5:1	1	سَاهُونَ	سَاهُونَ	سَاهُون	س ه و	سهو	N	STEM	STEM|POS:N|ACT|PCPL|LEM:saAhuwn|ROOT:shw|MP|NOM			ACT			M	plural	NOM
m-w-s107-a006-w001-01	w-s107-a006-w001	107:6:1:1	1	ٱلَّذِينَ	ٱلَّذِينَ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MP						M	plural	
m-w-s107-a006-w002-01	w-s107-a006-w002	107:6:2:1	1	هُمْ	هُمْ				PRON	STEM	STEM|POS:PRON|3MP					3	M	plural	
m-w-s107-a006-w003-01	w-s107-a006-w003	107:6:3:1	1	يُرَآءُ	يُرَآءُ	يُرَآءُ	ر ء ي	رءي	V	STEM	STEM|POS:V|IMPF|(III)|LEM:yuraA^'u|ROOT:rAy|3MP	IMPF			III	3	M	plural	
m-w-s107-a006-w003-02	w-s107-a006-w003	107:6:3:2	2	ونَ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s107-a007-w001-01	w-s107-a007-w001	107:7:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s107-a007-w001-02	w-s107-a007-w001	107:7:1:2	2	يَمْنَعُ	يَمْنَعُ	مَّنَعَ	م ن ع	منع	V	STEM	STEM|POS:V|IMPF|LEM:m~anaEa|ROOT:mnE|3MP	IMPF				3	M	plural	
m-w-s107-a007-w001-03	w-s107-a007-w001	107:7:1:3	3	ونَ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s107-a007-w002-01	w-s107-a007-w002	107:7:2:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s107-a007-w002-02	w-s107-a007-w002	107:7:2:2	2	مَاعُونَ	مَاعُونَ	مَاعُون	م ع ن	معن	N	STEM	STEM|POS:N|LEM:maAEuwn|ROOT:mEn|M|ACC								ACC
